"Time (s)","Acceleration (m/sÂ²)"
1.954176060E-1,3.936767578E-3
2.331274490E-1,-2.130126953E-2
2.708373450E-1,-3.543758392E-2
3.085471890E-1,-1.453399658E-2
3.462570330E-1,-2.175998688E-2
3.839669280E-1,-4.160213470E-2
4.216767720E-1,-1.627349854E-2
4.593866160E-1,1.586627960E-2
4.970965120E-1,1.468181610E-2
5.348063560E-1,9.183883667E-3
5.725162510E-1,3.532028198E-2
6.102261470E-1,1.504707336E-2
6.479359910E-1,-1.280689240E-2
6.856458870E-1,-7.569313049E-3
7.233557310E-1,1.073551178E-2
7.610656260E-1,-3.447532654E-3
7.987754700E-1,-1.665401459E-2
8.364853660E-1,-2.178192139E-3
8.741952620E-1,1.131629944E-2
9.119051060E-1,-1.628875732E-2
9.496150010E-1,-1.869201660E-3
9.873248970E-1,2.946376801E-2
1.025034793E0,2.298164368E-2
1.062744637E0,3.548622131E-3
1.100454533E0,-1.220703125E-3
1.138164428E0,-1.013946533E-2
1.175874272E0,-9.513854980E-3
1.213584168E0,-1.239776611E-5
1.251294064E0,8.840560913E-3
1.289003960E0,3.718376160E-3
1.326713803E0,3.404617310E-3
1.364423699E0,3.095626831E-3
1.402133595E0,2.839088440E-3
1.439843439E0,7.067680359E-3
1.477553335E0,2.079010010E-3
1.515263231E0,-1.597595215E-2
1.552973126E0,-1.577377319E-3
1.590683022E0,2.943992615E-3
1.628392866E0,-1.753807068E-3
1.666102762E0,-1.702308655E-3
1.703812658E0,1.177024841E-2
1.741522501E0,1.096725464E-2
1.779232397E0,1.268386841E-3
1.816942293E0,5.616188049E-3
1.854652189E0,-3.726959229E-3
1.892362033E0,9.374618530E-4
1.930071928E0,8.344650269E-4
1.967781824E0,-3.711700439E-3
2.005491720E0,9.994506836E-4
2.043201564E0,5.365371704E-3
2.080911460E0,5.159378052E-4
2.118621356E0,4.914283752E-3
2.156331251E0,9.033203125E-3
2.194041095E0,-5.002975464E-3
2.231750991E0,-2.441406250E-4
2.269460887E0,-4.777908325E-3
2.307170731E0,4.439353943E-3
2.344880626E0,-3.919601440E-4
2.382590522E0,4.034042358E-3
2.420300418E0,-5.236625671E-3
2.458010262E0,-4.882812500E-4
2.495720158E0,-5.226135254E-4
2.533430053E0,-5.397796631E-4
2.571139949E0,-5.038261414E-3
2.608849793E0,-4.770278931E-3
2.646559689E0,-3.719329834E-5
2.684269585E0,4.381179810E-3
2.721979428E0,-4.928588867E-3
2.759689324E0,-2.002716064E-4
2.797399220E0,-4.704475403E-3
2.835109064E0,-8.923530579E-3
2.872818960E0,5.003929138E-3
2.910528856E0,1.355266571E-2
2.948238699E0,3.664970398E-3
2.985948595E0,-1.098632812E-3
3.023658491E0,3.396034241E-3
3.061368335E0,-1.027584076E-2
3.099078231E0,-5.192756653E-3
3.136788126E0,-4.914283752E-3
3.174497970E0,8.761405945E-3
3.212207866E0,1.257705688E-2
3.249917762E0,2.754211426E-3
3.287627606E0,6.958007812E-3
3.325337501E0,-2.506256104E-3
3.363047397E0,-6.872177124E-3
3.400757241E0,-6.481170654E-3
3.438467137E0,2.834320068E-3
3.476177033E0,2.594947815E-3
3.513886876E0,-2.096176147E-3
3.551596772E0,1.137733459E-2
3.589306616E0,6.100654602E-3
3.627016512E0,-1.668930054E-2
3.664726408E0,-6.710052490E-3
3.702436251E0,2.620697021E-3
3.740146147E0,-1.100444794E-2
3.777855991E0,-5.871772766E-3
3.815565887E0,3.386497498E-3
3.853275783E0,3.093719482E-3
3.890985626E0,7.286071777E-3
3.928695522E0,2.267837524E-3
3.966405366E0,6.531715393E-3
4.004115262E0,1.580238342E-3
4.041825106E0,-7.510185242E-3
4.079535001E0,-2.593994141E-3
4.117244845E0,6.477355957E-3
4.154954741E0,1.513481140E-3
4.192664637E0,1.345634460E-3
4.230374481E0,5.654335022E-3
4.268084376E0,-3.705978394E-3
4.305794220E0,-3.509521484E-3
4.343504116E0,-1.225852966E-2
4.381213960E0,-2.559661865E-3
4.418923856E0,-2.455711365E-3
4.456633699E0,6.589889526E-3
4.494343595E0,1.618385315E-3
4.532053439E0,5.925178528E-3
4.569763335E0,-3.437995911E-3
4.607473178E0,-3.259658813E-3
4.645183074E0,-3.092765808E-3
4.682892918E0,1.545906067E-3
4.720602814E0,-3.075599670E-3
4.758312658E0,1.545906067E-3
4.796022553E0,5.856513977E-3
4.833732397E0,-7.985115051E-3
4.871442293E0,5.879402161E-3
4.909152137E0,9.698867798E-4
4.946862033E0,-3.629684448E-3
4.984571876E0,-3.455162048E-3
5.022281720E0,1.191139221E-3
5.059991616E0,-7.873535156E-3
5.097701460E0,-2.949714661E-3
5.135411356E0,-2.804756165E-3
5.173121199E0,1.782417297E-3
5.210831095E0,1.052856445E-2
5.248540939E0,-8.091926575E-3
5.286250835E0,-3.153800964E-3
5.323960678E0,1.456260681E-3
5.361670522E0,-3.144264221E-3
5.399380418E0,-7.452964783E-3
5.437090262E0,-2.541542053E-3
5.474800158E0,2.043724060E-3
5.512510001E0,-2.611160278E-3
5.550219897E0,6.443977356E-3
5.587929741E0,1.507759094E-3
5.625639585E0,1.355171204E-3
5.663349481E0,1.196861267E-3
5.701059324E0,-3.401756287E-3
5.738769220E0,-3.226280212E-3
5.776479064E0,-7.545471191E-3
5.814188908E0,-2.627372742E-3
5.851898803E0,-2.503395081E-3
5.889608647E0,2.079010010E-3
5.927318543E0,1.889228821E-3
5.965028387E0,6.176948547E-3
6.002738231E0,5.713462830E-3
6.040448074E0,-3.651618958E-3
6.078157970E0,-7.925987244E-3
6.115867814E0,-2.983093262E-3
6.153577710E0,1.615524292E-3
6.191287553E0,-3.010749817E-3
6.228997397E0,-2.861976624E-3
6.266707293E0,1.744270325E-3
6.304417137E0,-7.373809814E-3
6.342126981E0,1.983642578E-3
6.379836876E0,-2.683639526E-3
6.417546720E0,-7.022857666E-3
6.455256564E0,2.311706543E-3
6.492966460E0,6.555557251E-3
6.530676303E0,1.585006714E-3
6.568386147E0,-3.055572510E-3
6.606095991E0,-7.369995117E-3
6.643805887E0,2.003669739E-3
6.681515731E0,-2.664566040E-3
6.719225574E0,6.394386292E-3
6.756935470E0,1.450538635E-3
6.794645314E0,-3.165245056E-3
6.832355158E0,-3.005981445E-3
6.870065053E0,-2.857208252E-3
6.907774897E0,-2.717971802E-3
6.945484741E0,6.344795227E-3
6.983194585E0,5.854606628E-3
7.020904481E0,-3.520011902E-3
7.058614324E0,-3.336906433E-3
7.096324168E0,-1.211452484E-2
7.134034012E0,-6.893157959E-3
7.171743856E0,-2.018928528E-3
7.209453751E0,2.531051636E-3
7.247163595E0,6.775856018E-3
7.284873439E0,1.807212830E-3
7.322583283E0,1.635551453E-3
7.360293178E0,-1.192474365E-2
7.398003022E0,2.218246460E-3
7.435712866E0,6.484031677E-3
7.473422710E0,1.534461975E-3
7.511132553E0,1.364707947E-3
7.548842397E0,-3.245353699E-3
7.586552293E0,1.370429993E-3
7.624262137E0,-7.722854614E-3
7.661971981E0,-2.809524536E-3
7.699681824E0,1.793861389E-3
7.737391668E0,-2.861022949E-3
7.775101512E0,1.729011536E-3
7.812811408E0,1.545906067E-3
7.850521251E0,-7.558822632E-3
7.888231095E0,-7.106781006E-3
7.925940939E0,-1.116657257E-2
7.963650783E0,-1.542091370E-3
8.001360678E0,2.976417542E-3
8.039070522E0,-1.741409302E-3
8.076780366E0,2.790451050E-3
8.114490210E0,2.552986145E-3
8.152200053E0,2.330780029E-3
8.189909897E0,-2.343177795E-3
8.227619741E0,-2.238273621E-3
8.265329585E0,-6.623268127E-3
8.303039428E0,-1.767158508E-3
8.340749324E0,-6.167411804E-3
8.378459168E0,-1.357078552E-3
8.416169012E0,-1.317977905E-3
8.453878856E0,3.185272217E-3
8.491588699E0,-1.545906067E-3
8.529298543E0,2.972602844E-3
8.567008387E0,-1.744270325E-3
8.604718231E0,-6.146430969E-3
8.642428074E0,-5.787849426E-3
8.680137918E0,-9.870529175E-4
8.717847762E0,-5.439758301E-3
8.755557658E0,-5.128860474E-3
8.793267449E0,-3.881454468E-4
8.830977345E0,-4.138946533E-4
8.868687189E0,-4.377365112E-4
8.906397033E0,4.007339478E-3
8.944106876E0,3.688812256E-3
8.981816720E0,-5.558967590E-3
9.019526564E0,-7.896423340E-4
9.057236408E0,-7.886886597E-4
9.094946251E0,-5.253791809E-3
9.132656095E0,3.962516785E-3
9.170365939E0,1.257991791E-2
9.208075783E0,2.740859985E-3
9.245785626E0,2.490043640E-3
9.283495470E0,-6.661415100E-3
9.321205314E0,-1.802444458E-3
9.358915158E0,-6.216049194E-3
9.396625001E0,-5.853652954E-3
9.434334845E0,-1.048088074E-3
9.472044689E0,-1.046180725E-3
9.509754533E0,3.438949585E-3
9.547464376E0,3.142356873E-3
9.585174220E0,7.347106934E-3
9.622884064E0,-6.609916687E-3
9.660593856E0,2.696990967E-3
9.698303699E0,-2.001762390E-3
9.736013543E0,-6.386756897E-3
9.773723387E0,-6.012916565E-3
9.811433231E0,-1.196861267E-3
9.849143074E0,3.298759460E-3
9.886852918E0,3.026962280E-3
9.924562762E0,2.757072449E-3
9.962272606E0,-1.945495605E-3
9.999982449E0,-1.883506775E-3
1.003769229E1,-6.276130676E-3
1.007540214E1,3.024101257E-3
1.011311193E1,-1.696586609E-3
1.015082177E1,-1.635551453E-3
1.018853162E1,7.370948792E-3
1.022624146E1,2.362251282E-3
1.026395130E1,-2.314567566E-3
1.030166115E1,-2.227783203E-3
1.033937099E1,-6.597518921E-3
1.037708084E1,-1.758575439E-3
1.041479068E1,-6.159782410E-3
1.045250047E1,3.132820129E-3
1.049021031E1,7.337570190E-3
1.052792016E1,-2.152442932E-3
1.056563000E1,-2.060890198E-3
1.060333984E1,-1.975059509E-3
1.064104969E1,-1.084327698E-2
1.067875948E1,-5.706787109E-3
1.071646932E1,-9.117126465E-4
1.075417917E1,3.564834595E-3
1.080172365E1,7.727622986E-3
1.083943349E1,7.161140442E-3
1.087714328E1,-6.783485413E-3
1.091485313E1,4.784584045E-3
1.095256297E1,-5.245208740E-5
1.099027281E1,-1.087188721E-4
1.102798266E1,-9.102821350E-3
1.106569245E1,-8.547782898E-3
1.110340229E1,-3.562927246E-3
1.114111214E1,3.322601318E-3
1.117882198E1,-1.416206360E-3
1.121653182E1,3.087043762E-3
1.125424162E1,-1.631736755E-3
1.129195146E1,-1.585006714E-3
1.132966130E1,-1.493835449E-2
1.136737110E1,-5.061149597E-3
1.140508094E1,-3.252029419E-4
1.144279078E1,-3.547668457E-4
1.148050063E1,-3.814697266E-4
1.151821042E1,-4.148483276E-4
1.155592026E1,1.795768738E-3
1.159363011E1,1.055812836E-2
1.163133990E1,8.707046509E-4
1.166904974E1,7.438659668E-4
1.170675958E1,-3.824234009E-3
1.174446938E1,-3.627777100E-3
1.178217922E1,-7.919311523E-3
1.181988906E1,-2.960205078E-3
1.185759891E1,-5.960464478E-4
1.189530870E1,3.843307495E-3
1.193301854E1,-9.317398071E-4
1.197072834E1,-5.387306213E-3
1.200843818E1,1.621246338E-3
1.204614802E1,-3.022193909E-3
1.208385781E1,1.595497131E-3
1.212156766E1,-3.027915955E-3
1.215927750E1,-6.608963013E-4
1.219698729E1,6.025314331E-3
1.223469714E1,3.330230713E-3
1.227240698E1,7.502555847E-3
1.231011677E1,2.486228943E-3
1.234782662E1,-8.896827698E-3
1.238553641E1,5.702972412E-4
1.242324625E1,-8.475303650E-3
1.246095610E1,-3.495216370E-3
1.249866589E1,-1.079559326E-3
1.253637573E1,3.399848938E-3
1.257408552E1,-1.343727112E-3
1.261179537E1,3.154754639E-3
1.264950516E1,-1.050662994E-2
1.268721500E1,-3.157615662E-3
1.272492479E1,5.920410156E-3
1.276263464E1,9.927749634E-4
1.280034448E1,-1.374244690E-3
1.283805427E1,8.850097656E-4
1.287576412E1,3.016471863E-3
1.291347391E1,-3.911018372E-3
1.295118375E1,2.973556519E-3
1.298889354E1,4.844665527E-4
1.302660339E1,4.014968872E-4
1.306431318E1,2.541542053E-3
1.310202302E1,-4.395484924E-3
1.313973281E1,-8.618354797E-3
1.317744266E1,-8.102416992E-3
1.321515245E1,-9.222030640E-4
1.325286229E1,-7.602691650E-3
1.329057208E1,-4.921913147E-3
1.332828193E1,-2.410888672E-3
1.336599172E1,-9.007453918E-3
1.340370156E1,-6.225585938E-3
1.344141136E1,-1.410484314E-3
1.347912115E1,5.332946777E-3
1.351683099E1,2.676963806E-3
1.355454078E1,-4.252433777E-3
1.359225063E1,2.680778503E-3
1.362996042E1,6.917953491E-3
1.366767026E1,6.414413452E-3
1.370538005E1,1.461982727E-3
1.374308990E1,-5.402565002E-3
1.378079969E1,3.832817078E-3
1.381850948E1,-3.189086914E-3
1.385621932E1,-7.493972778E-3
1.389392912E1,8.586883545E-3
1.393163896E1,5.731582642E-3
1.396934875E1,8.230209351E-4
1.400705854E1,-3.749847412E-3
1.404476834E1,-1.025009155E-2
1.408247818E1,-7.390975952E-3
1.412018797E1,-4.716873169E-3
1.415789781E1,4.487991333E-3
1.419560761E1,6.372451782E-3
1.423331740E1,-8.049011230E-4
1.426119490E1,5.899429321E-3
1.429890240E1,5.438804626E-3
1.433661219E1,5.008697510E-3
1.437432203E1,4.607200623E-3
1.441203182E1,-2.451896667E-3
1.444974162E1,-2.340316772E-3
1.448745146E1,6.696701050E-3
1.452516125E1,1.066589355E-2
1.456287104E1,9.698867798E-4
1.460058084E1,8.535385132E-4
1.463829068E1,-3.738403320E-3
1.467600047E1,9.269714355E-4
1.471371026E1,5.263328552E-3
1.475142005E1,-4.072189331E-3
1.478912990E1,6.151199341E-4
1.482683969E1,-3.945350647E-3
1.486454948E1,-1.266574860E-2
1.490225927E1,1.526832581E-3
1.493996912E1,1.373291016E-3
1.497767891E1,5.680084229E-3
1.501538870E1,1.418304443E-2
1.505309849E1,4.237174988E-3
1.509080834E1,3.887176514E-3
1.512851813E1,-9.822845459E-3
1.516622792E1,-9.235382080E-3
1.520393771E1,-1.315307617E-2
1.524164750E1,-3.411293030E-3
1.527935735E1,5.697250366E-3
1.531706714E1,5.266189575E-3
1.535477693E1,4.863739014E-3
1.539248672E1,1.342105865E-2
1.543019651E1,-9.241104126E-4
1.546790630E1,-5.397796631E-3
1.550561615E1,-5.088806152E-3
1.554332594E1,-1.373195648E-2
1.558103573E1,-3.935813904E-3
1.561874552E1,-3.741264343E-3
1.565645531E1,-3.543853760E-3
1.569416511E1,5.558967590E-3
1.573187490E1,-3.795623779E-3
1.576958469E1,8.745193481E-4
1.580729448E1,-8.185386658E-3
1.584500432E1,1.242637634E-3
1.588271412E1,1.108169556E-3
1.592042391E1,5.448341370E-3
1.595813370E1,5.674362183E-4
1.599584349E1,4.940032959E-4
1.603355328E1,-8.524894714E-3
1.607126307E1,-3.541946411E-3
1.610897287E1,-3.341674805E-3
1.614668266E1,5.746841431E-3
1.618439245E1,8.306503296E-4
1.622210224E1,5.205154419E-3
1.625981203E1,3.404617310E-4
1.629752182E1,-4.200935364E-3
1.633523162E1,4.787445068E-4
1.637294141E1,3.795623779E-4
1.641065120E1,-4.164695740E-3
1.644836099E1,-3.954887390E-3
1.648607078E1,-3.726959229E-3
1.652378057E1,9.212493896E-4
1.656149037E1,5.273818970E-3
1.659920016E1,4.053115845E-4
1.663690995E1,3.271102905E-4
1.667461974E1,4.719734192E-3
1.671232953E1,-1.125335693E-4
1.675003932E1,-1.564025879E-4
1.678774912E1,-9.147644043E-3
1.682545891E1,-4.122734070E-3
1.686316870E1,-1.283168793E-2
1.690087849E1,-7.562637329E-3
1.693858828E1,-2.659797668E-3
1.697629807E1,1.084995270E-2
1.701400781E1,1.141548157E-3
1.705171761E1,5.463600159E-3
1.708942740E1,5.664825439E-4
1.712713719E1,-8.457183838E-3
1.716484698E1,-3.494262695E-3
1.720255677E1,1.154899597E-3
1.724026656E1,1.026153564E-3
1.727797636E1,-3.561019897E-3
1.731568610E1,1.108169556E-3
1.735339589E1,9.822845459E-4
1.739110568E1,8.649826050E-4
1.742881547E1,9.688377380E-3
1.746652526E1,5.817413330E-5
1.750423505E1,-4.465103149E-3
1.754194479E1,-8.701324463E-3
1.757965458E1,-8.172988892E-3
1.761736438E1,1.254081726E-3
1.765507417E1,-3.364562988E-3
1.769278396E1,1.275062561E-3
1.773049370E1,5.587577820E-3
1.776820349E1,6.980895996E-4
1.780591328E1,-8.334159851E-3
1.784362307E1,1.103401184E-3
1.788133281E1,-3.504753113E-3
1.791904261E1,1.128196716E-3
1.795675240E1,-3.465652466E-3
1.799446219E1,-7.752418518E-3
1.803217193E1,-2.820968628E-3
1.806988172E1,6.232261658E-3
1.810759151E1,1.299858093E-3
1.814530130E1,1.161575317E-3
1.818301104E1,1.016616821E-3
1.822072084E1,-8.051872253E-3
1.825843063E1,5.848884583E-3
1.829614037E1,-7.991790771E-3
1.833385016E1,-3.044128418E-3
1.837155995E1,6.040573120E-3
1.840926969E1,5.586624146E-3
1.844697948E1,6.809234619E-4
1.848468927E1,5.836486816E-4
1.852239901E1,4.974365234E-3
1.856010880E1,-4.342079163E-3
1.859781854E1,3.633499146E-4
1.863552834E1,2.870559692E-4
1.867323813E1,-4.251480103E-3
1.871094787E1,-4.019737244E-3
1.874865766E1,6.637573242E-4
1.878636740E1,5.033493042E-3
1.882407719E1,4.630088806E-3
1.886178693E1,-4.663467407E-3
1.889949672E1,4.512786865E-3
1.893720651E1,-4.804611206E-3
1.897491625E1,-4.568099976E-3
1.901262604E1,4.601478577E-3
1.905033578E1,-4.706382751E-3
1.908804557E1,4.488945007E-3
1.912575537E1,-3.433227539E-4
1.916346511E1,4.077911377E-3
1.920117484E1,-5.178451538E-3
1.923888464E1,-4.177093506E-4
1.927659438E1,-4.924774170E-3
1.931430380E1,-1.964569092E-4
1.936184854E1,-2.689361572E-4
1.939955834E1,-3.185272217E-4
1.943726807E1,-7.057189941E-3
1.947497787E1,-6.646156311E-3
1.951268761E1,4.377365112E-4
1.955039740E1,7.040977478E-3
1.958810714E1,-9.113311768E-3
1.962581693E1,-6.332397461E-3
1.966352667E1,-8.203506470E-3
1.970123641E1,-3.250122070E-3
1.973894620E1,-5.317687988E-3
1.977665594E1,3.895759583E-3
1.981436573E1,-8.897781372E-4
1.985207547E1,-9.806632996E-3
1.988978521E1,4.180908203E-3
1.992749500E1,1.618385315E-3
1.996520474E1,-9.715080261E-3
2.000291453E1,-6.893157959E-3
2.004062427E1,-2.017974854E-3
2.007833401E1,2.918243408E-4
2.011604380E1,2.437591553E-3
2.015375354E1,2.216339111E-3
2.019146328E1,4.260063171E-3
2.022917302E1,-5.032539368E-3
2.026688281E1,-2.880096436E-4
2.030459255E1,-4.795074463E-3
2.034230229E1,-6.775856018E-3
2.038001208E1,-4.140853882E-3
2.041772182E1,2.783775330E-3
2.045543156E1,2.531051636E-3
2.049314136E1,2.312660217E-3
2.053085110E1,2.090454102E-3
2.056856084E1,-3.318786621E-4
2.060627057E1,-4.843711853E-3
2.064398037E1,-4.578590393E-3
2.068169011E1,-6.558418274E-3
2.071939984E1,-6.179809570E-3
2.075710959E1,5.348205566E-3
2.079481938E1,2.698898315E-3
2.083252912E1,2.452850342E-3
2.087023886E1,2.238273621E-3
2.090794860E1,-6.903648376E-3
2.094565834E1,-4.277229309E-3
2.098336807E1,2.650260925E-3
2.102107787E1,-2.052307129E-3
2.105878761E1,-8.672714233E-3
2.109649735E1,-1.446723938E-3
2.113420708E1,3.066062927E-3
2.117191682E1,-1.656532288E-3
2.120962656E1,-3.829956055E-3
2.124733630E1,-1.392364502E-3
2.128504604E1,-8.049011230E-3
2.132275584E1,1.030254364E-2
2.136046557E1,-8.309364319E-3
2.139817531E1,-1.674842834E-2
2.143588505E1,2.183914185E-3
2.147359479E1,1.996040344E-3
2.151130453E1,-1.159572601E-2
2.154901427E1,2.765655518E-4
2.158672401E1,2.440452576E-3
2.162443375E1,6.687164307E-3
2.166214349E1,-2.750396729E-3
2.169985323E1,-4.874229431E-3
2.173756297E1,8.799552917E-3
2.177527271E1,1.455307007E-3
2.181298245E1,-1.434040070E-2
2.185069219E1,8.898735046E-3
2.188840193E1,8.262634277E-3
2.192611167E1,-7.980346680E-3
2.196382141E1,-7.915496826E-4
2.200153115E1,1.484489441E-2
2.203924089E1,-8.533477783E-3
2.207695063E1,-1.696491241E-2
2.211466037E1,8.672714233E-3
2.215237011E1,1.697635651E-2
2.219007984E1,-1.548671722E-2
2.222778958E1,-1.227474213E-2
2.226549932E1,-3.490447998E-4
2.230320901E1,-2.609252930E-3
2.234091875E1,-1.587963104E-2
2.237862849E1,5.228042603E-3
2.241633823E1,9.296417236E-3
2.245404797E1,4.150390625E-3
2.249175771E1,-5.118370056E-3
2.252946745E1,4.090309143E-3
2.256717714E1,1.494121552E-2
2.260488688E1,-1.291275024E-2
2.264259662E1,-9.365081787E-4
2.268030636E1,5.775451660E-3
2.271801610E1,-1.360893250E-3
2.275572584E1,-3.569602966E-3
2.279343552E1,-1.150131226E-3
2.282131063E1,1.675510406E-2
2.285902037E1,1.558780670E-2
2.289673011E1,1.449775696E-2
2.293443979E1,-4.385948181E-3
2.297214953E1,-4.144668579E-3
2.300985927E1,-3.934860229E-3
2.304756901E1,-8.173942566E-3
2.308527870E1,1.270294189E-3
2.312298844E1,-3.316879272E-3
2.316069818E1,-3.146171570E-3
2.319840787E1,-7.437705994E-3
2.323611761E1,1.956939697E-3
2.327382734E1,1.791954041E-3
2.331153708E1,6.086349487E-3
2.334924677E1,5.644798279E-3
2.338695651E1,7.677078247E-4
2.342466625E1,-3.786087036E-3
2.346237594E1,5.347251892E-3
2.350008568E1,4.739761353E-4
2.353779542E1,-8.543014526E-3
2.357550511E1,-3.558158875E-3
2.361321484E1,-3.372192383E-3
2.365092453E1,1.268386841E-3
2.368863427E1,5.581855774E-3
2.372634396E1,5.173683167E-3
2.376405370E1,4.776954651E-3
2.380176344E1,-8.992195129E-3
2.383947313E1,-8.444786072E-3
2.387718287E1,1.000404358E-3
2.391489255E1,-3.584861755E-3
2.395260229E1,-3.413200378E-3
2.399031198E1,1.014709473E-2
2.402802172E1,4.919052124E-3
2.406573141E1,9.006500244E-3
2.410344115E1,-9.512901306E-3
2.414115084E1,-4.479408264E-3
2.417886057E1,2.346038818E-4
2.421657026E1,-4.316329956E-3
2.425428000E1,-1.747989655E-2
2.429198969E1,-2.966880798E-3
2.432969943E1,1.630783081E-3
2.436740912E1,-2.997398376E-3
2.440511886E1,1.618385315E-3
2.444282854E1,5.908012390E-3
2.448053823E1,5.447387695E-3
2.451824797E1,-3.900527954E-3
2.455595766E1,-8.158683777E-3
2.459366740E1,-3.199577332E-3
2.463137708E1,-3.022193909E-3
2.466908682E1,-2.888679504E-3
2.470679651E1,1.703262329E-3
2.474450620E1,1.538276672E-3
2.478221594E1,1.383781433E-3
2.481992563E1,1.223564148E-3
2.485763531E1,5.539894104E-3
2.489534505E1,2.745246887E-2
2.493305474E1,3.003692627E-2
2.497076443E1,5.030059814E-2
2.500847417E1,8.261203766E-2
2.504618386E1,1.127710342E-1
2.508389354E1,1.409339905E-1
2.512160328E1,1.895523071E-1
2.515931297E1,2.170791626E-1
2.519702266E1,2.516880035E-1
2.523473234E1,2.750568390E-1
2.527244208E1,2.968683243E-1
2.531015177E1,3.127565384E-1
2.534786146E1,3.141870499E-1
2.538557115E1,3.110399246E-1
2.542328084E1,3.304500580E-1
2.546099057E1,3.217668533E-1
2.549870026E1,3.270463943E-1
2.553640995E1,3.364572525E-1
2.557411964E1,3.631057739E-1
2.561182938E1,3.745784760E-1
2.564953906E1,3.763532639E-1
2.568724875E1,3.869428635E-1
2.572495844E1,3.834085464E-1
2.576266813E1,3.845949173E-1
2.580037781E1,3.723001480E-1
2.583808750E1,3.608093262E-1
2.587579724E1,3.545675278E-1
2.591350693E1,3.487234116E-1
2.595121662E1,3.343372345E-1
2.598892630E1,3.030605316E-1
2.602663599E1,2.872695923E-1
2.606434568E1,2.725114822E-1
2.610205537E1,2.498235703E-1
2.613976505E1,2.241802216E-1
2.617747474E1,1.957798004E-1
2.621518443E1,2.094707489E-1
2.625289412E1,1.820526123E-1
2.629060380E1,1.832590103E-1
2.632831349E1,1.620359421E-1
2.636602318E1,1.511783600E-1
2.640373287E1,1.365785599E-1
2.644144255E1,1.184844971E-1
2.647915224E1,1.149787903E-1
2.651686193E1,1.072406769E-1
2.655457162E1,1.000356674E-1
2.659228130E1,9.329319000E-2
2.662999099E1,9.147357941E-2
2.666770068E1,8.085823059E-2
2.670541037E1,8.881855011E-2
2.674312005E1,6.944751740E-2
2.678082974E1,5.133342743E-2
2.681853943E1,6.125450134E-2
2.685624912E1,5.710315704E-2
2.689395875E1,4.877948761E-2
2.693166844E1,5.441188812E-2
2.696937813E1,4.626750946E-2
2.700708781E1,4.313182831E-2
2.704479750E1,4.465579987E-2
2.708250719E1,4.607105255E-2
2.712021688E1,3.848361969E-2
2.715792651E1,3.586864471E-2
2.719563620E1,2.448749542E-2
2.723334589E1,6.301593781E-2
2.727105557E1,3.643131256E-2
2.730876526E1,-1.764297485E-3
2.734647490E1,3.404712677E-2
2.738418459E1,4.938125610E-3
2.742189427E1,-8.823394775E-3
2.745960396E1,6.418228149E-4
2.749731360E1,-2.177238464E-2
2.753502328E1,-4.717063904E-2
2.757273297E1,-6.641578674E-2
2.761044266E1,-6.649398804E-2
2.764815229E1,-8.888244629E-2
2.768586198E1,-1.276731491E-1
2.772357167E1,-1.415681839E-1
2.776128130E1,-1.500768661E-1
2.779899099E1,-1.356801987E-1
2.783670068E1,-1.356239319E-1
2.787441037E1,-1.623601913E-1
2.791212000E1,-1.873483658E-1
2.794982969E1,-2.151317596E-1
2.798753932E1,-2.097730637E-1
2.802524901E1,-2.271099091E-1
2.806295870E1,-2.343950272E-1
2.810066834E1,-2.367210388E-1
